Frame,Total objects on frame,Object ID,TL x,TL y,BR x,BR y
10,10,car-9,690,557,159.82218119694085,225.83055672798
10,10,car-8,1048,564,242.09252113694484,225.29163383236613
10,10,car-7,956,561,218.6572591521822,222.84787135693836
10,10,car-6,588,547,152.1021277332041,231.13193873379404
10,10,car-5,404,567,112.53675155083573,241.48270187429154
10,10,car-3,1,480,93.48762877507716,254.14832135792037
10,10,car-2,478,564,132.11432703910506,236.75334206576403
11,10,truck-14,1242,412,416.52651963803214,285.4419010905568
11,10,truck-13,8,497,94.34818641623562,259.5805615017012
11,10,car-10,743,570,167.41780918162982,224.30788728271136
11,10,car-9,690,557,159.83333541074663,225.83025795295018
11,10,car-8,1046,564,242.15763342699876,225.4755675996119
11,10,car-7,956,561,218.53243641706598,222.90890121081466
11,10,car-6,589,548,151.98967725252743,231.2293875943572
11,10,car-5,404,567,112.44441767341885,241.4257406560469
11,10,car-3,6,470,93.47596406393802,253.83850132008655
11,10,car-2,478,564,131.98602752816794,236.80989258283037
12,10,truck-14,1263,407,421.8820863948467,287.343418046259
12,10,truck-13,8,499,94.47816973858195,259.99730417468805
12,10,car-10,742,570,167.46092308613763,224.46401562421593
12,10,car-9,690,558,159.8624746461561,225.91628546994713
12,10,car-8,1044,564,242.26053637957472,225.67858023425075
12,10,car-7,956,562,218.30219532963903,223.04331011075092
12,10,car-6,588,550,151.81265482924584,231.43324566732113
12,10,car-5,404,568,112.30317971468054,241.4763759463382
12,10,car-3,1,489,92.0240687439835,257.0662980140988
12,10,car-2,477,565,131.79694742170255,236.90890670420575
13,10,truck-14,1274,404,423.0416932401081,289.1122405812516
13,10,truck-13,8,499,94.7985130215113,260.2915353478363
13,10,car-10,742,570,167.54529176939073,224.5680061950099
13,10,car-9,690,559,159.8639440133075,225.94627142148775
13,10,car-8,1043,564,242.36879982208728,225.8592330958033
13,10,car-7,956,563,218.12724849155398,223.14985025521293
13,10,car-6,588,551,151.66892014487254,231.56029692258903
13,10,car-5,404,568,112.25784855356441,241.57862276756893
13,10,car-3,0,497,91.46616412545592,258.3432233497692
13,10,car-2,477,565,131.57768131148936,236.9838939470077
14,11,car-17,844,569,192.15394651585336,222.5082996378476
14,11,truck-14,1282,401,423.6643462902954,289.97764384296363
14,11,truck-13,8,500,94.96984760958426,260.6201392086738
14,11,car-10,742,570,167.65531328111058,224.69744663263083
14,11,car-9,690,559,159.86859699682853,226.0424675100067
14,11,car-8,1042,564,242.52623501518937,226.05486737531498
14,11,car-7,956,564,218.0418880115059,223.2862320637474
14,11,car-6,588,553,151.56530134127996,231.67668695794833
14,11,car-5,403,569,112.18852584699238,241.66151660917495
14,11,car-3,0,501,91.27018139455856,258.87664110698
14,11,car-2,475,566,131.27121910820836,237.06257007444478
15,12,car-18,776,571,175.64069409834914,224.13013554350238
15,12,car-17,845,570,192.14525430483815,222.4566622210882
15,12,truck-14,1289,393,423.73725898189434,290.1275786981347
15,12,truck-13,7,500,95.10129151229953,260.9980562582684
15,12,car-10,742,570,167.76241219026232,224.78699941776264
15,12,car-9,690,559,159.87041011280783,226.12504529953694
15,12,car-8,1041,564,242.75585972008815,226.2518204201095
15,12,car-7,956,564,217.9142014343647,223.356951780333
15,12,car-6,588,554,151.55181223329637,231.70952306193428
15,12,car-5,403,570,112.13828216771694,241.75959735647814
15,12,car-3,1,503,94.95339253294695,257.9069440230505
15,12,car-2,474,566,131.03880851415045,237.11976376455797
16,13,car-19,1260,555,289.9528455241332,242.38550305357157
16,13,car-18,776,571,175.67589674648514,224.26340111737917
16,13,car-17,846,570,192.09352568627787,222.45611339128953
16,13,truck-14,1312,378,424.35412088949846,295.0493935088275
16,13,truck-13,6,502,94.79821292475427,261.55080769405424
16,13,car-10,742,570,167.93933049575588,224.98635004697132
16,13,car-9,690,560,159.86869886528305,226.30985701666452
16,13,car-8,1040,565,242.97385630741556,226.51346724428427
16,13,car-7,955,565,217.82968598333042,223.53785763714407
16,13,car-6,587,555,151.4651892961411,231.77018994281633
16,13,car-5,403,571,112.0387143349484,241.9050256137763
16,13,car-3,-2,507,92.86428064818648,258.96300265337953
16,13,car-2,472,567,130.8486444494543,237.27233313576238
17,13,car-19,1270,557,294.5010852257176,243.32518338392407
17,13,car-18,775,571,175.70804241179582,224.41104454292872
17,13,car-17,846,571,192.03570663636444,222.50729930841229
17,13,truck-14,1328,361,423.89944299998893,298.6248712279242
17,13,truck-13,6,503,94.67784434986704,261.9912461325787
17,13,car-10,743,571,168.04318653475192,225.1387105493302
17,13,car-9,689,560,159.87476513826994,226.47925437698575
17,13,car-8,1039,565,243.13877915278724,226.61878718531688
17,13,car-7,955,565,217.8366040017496,223.65485496691917
17,13,car-6,586,555,151.40025664425534,231.83902020112944
17,13,car-5,403,572,111.98941844817621,241.95398683380017
17,13,car-3,-2,509,91.72368291756725,259.5131375357783
17,13,car-2,471,568,130.8966002805775,237.42031183927568
18,14,car-21,814,575,182.48912471393172,223.802470709083
18,14,car-19,1279,554,299.60532356942963,244.3387207556372
18,14,car-18,775,571,175.72368021262932,224.5185074195446
18,14,car-17,847,572,191.9980854937474,222.56244699738454
18,14,truck-14,1345,350,424.10106795739165,303.150126952839
18,14,truck-13,6,504,94.4529508407928,262.24899302695536
18,14,car-10,743,572,168.06120071923254,225.24375069412025
18,14,car-9,689,561,159.90864954978161,226.6319558172474
18,14,car-8,1036,560,243.29301503766794,226.7269642192564
18,14,car-7,955,564,217.93818472369304,223.69270780328972
18,14,car-6,586,557,151.24811676114297,231.96530493965244
18,14,car-5,403,573,111.94187967722799,242.00083422787893
18,14,car-3,-2,510,90.96559381809529,259.6886536754087
18,14,car-2,471,569,131.0523213059588,237.58108278576427
19,13,car-19,1286,557,303.51131057469814,245.21605531798608
19,13,car-18,776,572,175.75018538122154,224.66262502905118
19,13,car-17,846,572,192.0184651398391,222.64163403818625
19,13,truck-14,1361,329,424.8807394209289,305.7680475386212
19,13,truck-13,6,505,94.03838886637149,262.5512657307752
19,13,car-10,743,572,168.02978941734125,225.36899524535397
19,13,car-9,689,561,159.92506078806193,226.73234816620374
19,13,car-8,1034,557,243.56457863003908,227.0406899184111
19,13,car-7,955,565,217.8253485815835,223.71932928326302
19,13,car-6,586,558,151.01271107111774,232.01664623167147
19,13,car-5,403,574,111.91178414529321,242.09975990708094
19,13,car-3,-1,511,90.46557356034137,259.8095523595208
19,13,car-2,472,570,131.19500308651078,237.7447028500027
20,13,car-19,1298,556,311.1419060439577,247.32306132338627
20,13,car-18,776,573,175.85977184503878,224.95119033734903
20,13,car-17,846,573,192.04688856267853,222.840025033375
20,13,truck-14,1399,331,426.10233059371257,304.4923881659938
20,13,truck-13,7,505,93.74316899391262,262.74728705169167
20,13,car-10,742,573,167.9753761920713,225.60450145106373
20,13,car-9,689,562,159.96572810686737,226.8994571608057
20,13,car-8,1035,556,244.18055494098613,227.43812782332424
20,13,car-7,954,565,217.56036117252265,223.75705495572478
20,13,car-6,585,559,150.74979631520839,232.10576667612963
20,13,car-5,403,576,111.91363339550058,242.2520096725898
20,13,car-3,0,512,90.17586603347662,260.0898819094187
20,13,car-2,472,571,131.1525993995253,237.97896060409462
21,13,car-19,1308,557,317.983868587812,248.3869372430738
21,13,car-18,776,574,175.86455467811595,225.08224263665684
21,13,car-17,846,573,192.0690108637438,222.96302780925348
21,13,truck-14,1425,327,425.4751591582435,303.0829537792641
21,13,truck-13,7,506,93.60960070870772,262.8138215811518
21,13,car-10,742,573,167.9437766728665,225.73102055939907
21,13,car-9,689,563,159.9456013618026,226.99463324957952
21,13,car-8,1036,556,244.66125753004522,227.78194892530416
21,13,car-7,954,566,217.29051837595293,223.78290815101073
21,13,car-6,584,560,150.73579880177138,232.18971777094134
21,13,car-5,403,578,111.91631817052375,242.3037319568429
21,13,car-3,0,513,89.9747090395632,260.3312338268225
21,13,car-2,472,571,131.0421295749863,238.131219506191
22,13,car-19,1317,560,324.69005820247924,250.45758668342188
22,13,car-18,777,575,175.81369761071747,225.17793399889374
22,13,car-17,846,574,192.12415967903183,223.13933953528297
22,13,truck-14,1458,318,425.7677506355243,304.0027030706069
22,13,truck-13,8,506,93.4288629971033,262.75794077751425
22,13,car-10,742,574,167.89192277626486,225.83987048359
22,13,car-9,689,564,159.96925900324536,227.13887318736036
22,13,car-8,1036,556,245.0387351157532,228.06333286269688
22,13,car-7,954,567,216.98522580420118,223.8402341250832
22,13,car-6,584,561,150.6499254909146,232.26695406079784
22,13,car-5,403,579,111.95781042813942,242.34010356752785
22,13,car-3,1,513,89.81837665122725,260.48145430881425
22,13,car-2,471,572,130.84738672784772,238.28394436394964
23,13,car-19,1327,560,331.7427017749519,251.37024499511153
23,13,car-18,777,575,175.76059364224128,225.2165804377091
23,13,car-17,846,574,192.17256603619725,223.26864216695495
23,13,truck-14,1485,313,424.72396005988935,306.1851121588701
23,13,truck-13,8,506,93.34586170073733,262.68961032872807
23,13,car-10,742,574,167.8346958187357,225.92446919579092
23,13,car-9,690,564,159.9686490548386,227.3382716550986
23,13,car-8,1037,558,245.34282388040475,228.33851420474977
23,13,car-7,954,567,216.7524701296894,223.84888738159697
23,13,car-6,583,561,150.57111892342928,232.28690938125618
23,13,car-5,403,580,111.96781666864959,242.38846900237502
23,13,car-3,1,514,89.65533780110941,260.5253907280289
23,13,car-2,470,572,130.66974403864822,238.3518273447146
24,12,car-19,1343,558,342.72753050230835,253.20343970853224
24,12,car-18,778,576,175.8110442300235,225.27256873017114
24,12,truck-14,1541,310,426.55070920915296,307.78343757326286
24,12,truck-13,9,508,93.50613806838933,262.7521306057812
24,12,car-10,742,575,167.83664970435183,226.19471474377235
24,12,car-9,690,565,159.93170711682376,227.52744555215637
24,12,car-8,1038,559,245.6644081713929,228.4600988650684
24,12,car-7,953,566,216.56565635356475,223.79099483655153
24,12,car-6,583,562,150.75797734370906,232.36736878617776
24,12,car-5,403,582,111.99128952760356,242.5059955162808
24,12,car-3,1,514,89.46770925751994,260.6703807936417
24,12,car-2,471,573,130.64851943320997,238.49153557551435
25,12,car-22,991,567,224.29757048099324,224.09199381514662
25,12,car-19,1359,556,353.1969783605544,254.5881543264968
25,12,truck-14,1593,312,426.65991532174985,309.45123372281495
25,12,truck-13,11,509,93.77370322238127,262.8369448557284
25,12,car-10,742,576,167.91643648859272,226.36032704478325
25,12,car-9,690,565,159.91319690029664,227.701161661772
25,12,car-8,1039,560,245.86391601210204,228.5556357808676
25,12,car-7,952,567,216.46608234242393,223.84788820112135
25,12,car-6,584,562,151.1190942163098,232.38273983768744
25,12,car-5,402,582,111.95690314198842,242.59402871162825
25,12,car-3,2,515,89.29373050746617,260.84207451449856
25,12,car-2,472,574,130.70046591718452,238.6012807905629
26,12,car-22,990,567,224.3740872474719,224.12211609058008
26,12,car-19,1375,556,362.4779152832595,255.7984902202949
26,12,truck-14,1651,306,427.8346568950696,307.15373524767745
26,12,truck-13,12,509,94.00729983417708,262.9340216420593
26,12,car-10,742,576,167.92496291925113,226.56211382873224
26,12,car-9,690,565,159.89837685750547,227.89476054715755
26,12,car-8,1037,560,246.36065341960776,228.812142497458
26,12,car-7,952,566,216.33046849511442,223.92243197672812
26,12,car-6,585,563,151.38204350072297,232.42616151408117
26,12,car-5,402,583,111.94802174017845,242.7138868677192
26,12,car-3,2,516,89.1267951245018,260.9482361769162
26,12,car-2,473,574,130.65782089885448,238.70907059733582
27,11,car-22,990,568,224.47469317984314,224.17250686112664
27,11,car-19,1380,557,369.01998575021054,257.4589660865144
27,11,truck-13,14,510,94.11303182796462,263.00244583483243
27,11,car-10,742,577,167.9386844398424,226.7981703810945
27,11,car-9,691,566,159.90301434169803,228.16844863318684
27,11,car-8,1037,561,246.88829936999602,229.0470158312189
27,11,car-7,951,566,216.1467695005946,223.9691148741756
27,11,car-6,585,563,151.47139995343048,232.46343115331558
27,11,car-5,402,583,111.91932896828695,242.787524355444
27,11,car-3,3,516,89.04091203332226,261.03687013446006
27,11,car-2,474,575,130.60644527850644,238.8009535339647
28,11,car-22,991,569,224.59860124678653,224.25829659615331
28,11,car-19,1389,559,376.12786701809597,258.8787129117306
28,11,truck-13,14,510,94.17189937149391,263.13982380959266
28,11,car-10,742,578,167.94571317246218,227.20080093696706
28,11,car-9,692,567,159.91390593815225,228.58053210265217
28,11,car-8,1037,563,247.37429025364642,229.36800624271177
28,11,car-7,950,567,215.83932767850146,224.04846264491715
28,11,car-6,586,563,151.5059585604865,232.57713238386975
28,11,car-5,402,584,111.87802195829923,242.96018073554706
28,11,car-3,3,517,88.94729549285131,261.1478493462176
28,11,car-2,475,576,130.57417041671113,238.93411819201953
29,11,car-22,991,569,224.79745275923165,224.34751081304483
29,11,car-19,1408,557,384.5499893480689,259.40409792084034
29,11,truck-13,15,511,94.09113482928265,263.3179007621288
29,11,car-10,742,579,167.9585522693329,227.47885348747397
29,11,car-9,692,568,159.89672574091935,228.84171730187254
29,11,car-8,1039,564,247.9837294919476,229.61535901252338
29,11,car-7,949,567,215.5684423273425,224.04222545572856
29,11,car-6,585,564,151.43781876720996,232.67771491258054
29,11,car-5,401,585,111.84760708258558,243.11773876921444
29,11,car-3,4,518,88.98657307010248,261.2108118235247
29,11,car-2,476,577,130.52249773843266,239.01144817517792
30,11,car-22,992,570,225.01436528486587,224.38398969738506
30,11,car-19,1416,556,390.4276479028042,260.03814679299774
30,11,truck-13,15,511,93.98189850747028,263.4846205008597
30,11,car-10,742,579,167.9630165015402,227.67955444546683
30,11,car-9,693,569,159.88932898967605,229.05070698108733
30,11,car-8,1041,565,248.51673132794193,229.81486785845613
30,11,car-7,950,568,215.54273026615638,224.05946428800468
30,11,car-6,585,564,151.38887022750032,232.7741510620918
30,11,car-5,401,585,111.86578648143126,243.25724060670308
30,11,car-3,5,518,89.04530654804478,261.26342365553717
30,11,car-2,476,577,130.44329858599156,239.11468440913478
31,12,car-27,1761,585,417.0886497743741,256.2668061405341
31,12,car-22,992,570,225.07290217407515,224.48344768790713
31,12,car-19,1416,556,396.03954436727685,261.35496030716234
31,12,truck-13,14,511,93.80396437646782,263.69365474303436
31,12,car-10,741,579,168.06823403921481,227.83284887671428
31,12,car-9,693,570,159.87149063753685,229.1781682930577
31,12,car-8,1042,565,248.92445099253678,229.96674673665473
31,12,car-7,950,568,215.49639982231338,224.09153774923269
31,12,car-6,584,564,151.3661747541749,232.84121383517478
31,12,car-5,401,585,111.84783742357106,243.39421940809427
31,12,car-3,5,519,89.24411131466704,261.4171015785593
31,12,car-2,476,578,130.40781544555801,239.18546572447048
32,11,car-22,992,571,225.40001763075617,224.75421196662225
32,11,car-19,1440,559,405.4514049480582,263.2494851646671
32,11,truck-13,14,512,93.8386541071313,263.9042820221346
32,11,car-10,741,580,168.25138620452302,227.95512341243534
32,11,car-9,693,570,159.9157751174054,229.25773603501904
32,11,car-8,1045,565,249.56810054394674,230.3383308560615
32,11,car-7,950,569,215.18222194165017,224.22705769521076
32,11,car-6,584,564,151.42238336938368,232.94767890550685
32,11,car-5,401,586,111.92530555760668,243.55323111964904
32,11,car-3,5,519,89.1997402301742,261.58841962840893
32,11,car-2,476,579,130.39932685117716,239.29406303239617
33,11,car-22,992,571,225.713430805251,224.92660481110886
33,11,car-19,1453,560,413.4464904906407,267.18997229474377
33,11,truck-13,14,512,93.85602189125387,263.9199145541765
33,11,car-10,741,580,168.35696664260945,228.05085503657654
33,11,car-9,693,571,159.91566525013792,229.2929160680543
33,11,car-8,1046,566,249.934990039621,230.6682294862876
33,11,car-7,949,570,214.97464392322036,224.26396556983042
33,11,car-6,584,564,151.62289492255695,232.9989084652717
33,11,car-5,401,586,111.98732699429841,243.632289042963
33,11,car-3,6,520,89.16442675121519,261.6922444936353
33,11,car-2,477,580,130.43875709606218,239.3201397231406
34,11,car-22,992,571,226.06124556815325,225.02589075059788
34,11,car-19,1464,562,418.6267562714771,270.6246592775797
34,11,truck-13,14,513,93.94766638895095,263.9904072253605
34,11,car-10,741,580,168.4267906534965,228.0836402366275
34,11,car-9,693,571,159.92746457940532,229.30767423809857
34,11,car-8,1047,565,250.2857523978424,231.0064704119751
34,11,car-7,949,570,214.77121718454495,224.2689685265519
34,11,car-6,583,564,151.62325917156133,233.05075079271833
34,11,car-5,400,586,112.01113292611375,243.64797485767383
34,11,car-3,6,521,88.93748750034776,261.7575320717885
34,11,car-2,477,580,130.51224270345625,239.3545444286774
35,11,car-22,992,571,226.3799034794887,225.12344287147636
35,11,car-19,1478,564,422.21258528814553,273.68411592959893
35,11,truck-13,15,513,93.93352328368532,264.0377468202007
35,11,car-10,741,580,168.50357698689746,228.13252519962637
35,11,car-9,693,571,159.96783077653345,229.32974792549066
35,11,car-8,1047,564,250.6667224104979,231.12903663240306
35,11,car-7,949,570,214.58207459251895,224.2345284254367
35,11,car-6,583,564,151.65135386033154,233.09328501375614
35,11,car-5,400,586,112.08040895601967,243.7047394033552
35,11,car-3,6,521,88.76591652181529,261.8073684477919
35,11,car-2,478,581,130.61392090734512,239.39031469324604
36,11,car-22,992,572,226.6991750678321,225.39661530306725
36,11,car-19,1500,572,424.90864427304234,277.43818233095715
36,11,truck-13,14,513,93.84677814441389,264.0923780756909
36,11,car-10,742,580,168.72095095613184,228.2271421201992
36,11,car-9,692,571,159.8945139936342,229.43672663161826
36,11,car-8,1047,563,251.1602881740638,231.35407435421203
36,11,car-7,949,571,214.5632002048628,224.224388175392
36,11,car-6,583,564,151.77192054233058,233.18316568213652
36,11,car-5,400,586,112.18579479802676,243.81909852018552
36,11,car-3,7,522,88.76218582282019,261.87584382557895
36,11,car-2,478,582,130.75504713633723,239.47766689864272
37,10,car-22,992,573,226.80953430018576,225.55775329998545
37,10,car-19,1517,570,425.4758237637682,278.03040379392786
37,10,truck-13,14,513,93.65149731857863,264.09401417205623
37,10,car-10,742,580,168.82856632889568,228.28306531370905
37,10,car-9,692,571,159.8763159944618,229.51488483106792
37,10,car-8,1052,565,252.2662724454055,231.59006492823295
37,10,car-7,950,571,214.6119271942518,224.21106999682345
37,10,car-6,583,564,151.80619770057731,233.26241288664667
37,10,car-5,400,587,112.26573201458183,243.88419385179577
37,10,car-2,479,582,130.80703153956537,239.52324475957238
38,10,car-22,992,573,226.912907472635,225.59384035172437
38,10,car-19,1533,570,425.2335190082748,278.65596367492515
38,10,truck-13,14,514,93.42698113728542,264.0533226052289
38,10,car-10,742,579,168.84105074395924,228.3278370307497
38,10,car-9,692,571,159.86578834528186,229.57607503032855
38,10,car-8,1053,565,252.82987369721437,231.6721512348505
38,10,car-7,950,572,214.65105362528922,224.22010371671564
38,10,car-6,581,567,150.6694613150364,234.1983871683022
38,10,car-5,400,587,112.29320177349207,243.9327481285416
38,10,car-2,479,583,130.841555041489,239.5846597789055
39,11,car-28,776,580,175.81814588118223,227.36162615179805
39,11,car-22,993,574,227.05318329821128,225.74019720387457
39,11,car-19,1554,571,425.42928402722,279.7900032993949
39,11,truck-13,15,514,93.2924633504781,264.0126482798397
39,11,car-10,742,579,168.9322910176548,228.38132669718095
39,11,car-9,691,570,159.86495076539438,229.57545955378384
39,11,car-8,1054,566,253.21153281507108,231.89739735737533
39,11,car-7,950,572,214.65916289906644,224.2378326133332
39,11,car-6,580,568,150.15262012874314,234.63248759274785
39,11,car-5,400,586,112.33209673248723,243.9625325314881
39,11,car-2,479,583,130.87959681359453,239.62942911752205
40,12,car-29,1460,579,345.3669494947972,238.25882065915093
40,12,car-28,776,581,175.81602677399542,227.49434054937922
40,12,car-22,993,574,227.1945436809472,225.90161741936123
40,12,car-19,1580,579,425.11583127552444,282.4782762933122
40,12,truck-13,15,514,93.25762952159226,264.08165985221467
40,12,car-10,742,579,168.96427075486002,228.45911756302888
40,12,car-9,691,570,159.85413738672924,229.63765806710165
40,12,car-8,1055,566,253.9107870789557,232.1933733190719
40,12,car-7,950,572,214.71632467584416,224.20056471153015
40,12,car-6,581,568,149.90670264716888,234.8738814693516
40,12,car-5,400,587,112.35572663819455,244.04221918638788
40,12,car-2,480,584,130.89625705980785,239.6954568351354
41,12,car-29,1462,579,345.33053973179125,237.92163780686192
41,12,car-28,776,580,175.81901980199206,227.52773984154524
41,12,car-22,993,575,227.2895561238461,226.0177953606453
41,12,car-19,1613,579,425.6960286880098,285.76772286785507
41,12,truck-13,15,514,93.13474552473986,264.11996531529644
41,12,car-10,742,579,168.95369345342846,228.51029624233965
41,12,car-9,691,570,159.84598901737303,229.67192291638187
41,12,car-8,1056,565,254.64565134460548,232.42525735310284
41,12,car-7,950,572,214.7142388697574,224.16875621539447
41,12,car-6,581,568,149.7449254736974,234.9963661851982
41,12,car-5,400,587,112.33718678751627,244.06419027043142
41,12,car-2,480,584,130.9058578297969,239.72580939391028
42,12,car-29,1462,578,345.7077169801736,238.00610946370995
42,12,car-28,776,581,175.80036124401676,227.62084477320272
42,12,car-22,993,575,227.40802052630065,226.06004720281155
42,12,car-19,1641,575,426.01348596258026,284.65468025692354
42,12,truck-13,15,514,93.22538046945296,264.1785237957596
42,12,car-10,742,580,169.04373343784502,228.59034179809052
42,12,car-9,690,570,159.85671738417648,229.7538067588478
42,12,car-8,1056,564,255.40793542329172,232.7659023989528
42,12,car-7,949,572,214.6795665110451,224.13174581046306
42,12,car-6,581,567,149.72424396149114,235.08447032744664
42,12,car-5,400,586,112.41480586091076,244.08926414244908
42,12,car-2,480,584,130.9226870247527,239.7249675301189
43,12,car-30,1590,582,381.05897943173335,247.21948366483244
43,12,car-29,1463,577,346.0780044977922,238.09533081440475
43,12,car-22,993,576,227.46891899891008,226.0554871156427
