Frame,Total objects on frame,Object ID,TL x,TL y,BR x,BR y
66,13,car-34,774,580,175.933235372284,227.4260648903432
66,13,car-31,1758,591,416.96626033131395,254.60939690632048
66,13,car-30,1568,581,390.4645504387443,245.66174898127792
66,13,car-29,1464,576,346.1515356955544,237.09141364264644
66,13,car-22,996,570,228.43930361978698,225.59820751731857
66,13,truck-13,15,514,92.77142484156184,264.0128235313034
66,13,car-10,741,579,168.9508027085134,228.29395006393256
66,13,car-9,691,570,159.9284616378433,229.35645448460423
66,13,car-8,1110,556,288.4800140811522,244.95490143415088
66,13,car-7,955,571,216.42483931943752,224.0715203014277
66,13,car-6,581,562,151.1396396915704,233.32723940227177
66,13,car-5,399,586,111.98606954102095,243.5081836065946
66,13,car-2,474,581,130.0938449373837,239.13269855184478
67,13,car-34,774,580,175.9501707703061,227.3334837030045
67,13,car-31,1758,591,417.0187454209286,254.4291250524007
67,13,car-30,1568,581,390.4243261886328,245.65950414931658
67,13,car-29,1465,575,346.22613900681796,236.92971364103167
67,13,car-22,996,569,228.5642439732418,225.42194273627734
67,13,truck-13,15,513,92.97937308135023,263.9843467168509
67,13,car-10,741,579,168.91787356202045,228.23883445453325
67,13,car-9,692,569,159.96973388720465,229.3112877538768
67,13,car-8,1116,555,290.9341913974205,245.80517793258886
67,13,car-7,955,570,216.5846263961195,224.02316092471182
67,13,car-6,581,562,151.4045169753361,233.2129075185433
67,13,car-5,398,587,111.81821735233117,243.42182249055054
67,13,car-2,474,581,130.1341623380989,239.07376645200867
68,12,car-34,775,579,175.9963011185983,227.16108306839018
68,12,car-31,1758,590,417.0648180612574,254.31847405709962
68,12,car-30,1568,581,390.40860056718367,245.63391697792022
68,12,car-29,1465,574,346.4213078517225,236.74297553428946
68,12,truck-13,7,514,90.76633410594216,263.14198523647445
68,12,car-10,741,578,168.80939203925416,228.1299312167378
68,12,car-9,692,569,159.98102557569297,229.18009059979101
68,12,car-8,1123,554,294.0108833854717,247.03056787841274
68,12,car-7,954,569,216.7664663676672,224.04124452999645
68,12,car-6,581,562,151.79842413895176,233.06960259650475
68,12,car-5,398,587,111.61975015859095,243.32802272674843
68,12,car-2,474,580,130.19461387130053,238.9796086468866
69,12,car-34,776,579,176.0241747732271,226.99245091461492
69,12,car-31,1758,590,417.09731018720043,254.26912950081706
69,12,car-30,1568,581,390.42204673666987,245.5770339654362
69,12,car-29,1465,573,346.52373642229554,236.58326093447138
69,12,truck-13,12,513,92.08123989258218,263.3303264224151
69,12,car-10,740,578,168.6344626954381,228.01162278438707
69,12,car-9,693,569,159.96195286259834,229.0910232378351
69,12,car-8,1128,551,296.28147235793097,247.69529577347518
69,12,car-7,954,569,216.90184559428147,224.02823957491725
69,12,car-6,581,562,152.02897217828962,232.947332725257
69,12,car-5,398,587,111.4637414901186,243.1939366860474
69,12,car-2,475,580,130.22803877562419,238.89811557756906
70,12,car-34,777,579,176.03403528611332,226.81360033161795
70,12,car-31,1758,589,417.11030907862823,254.1676609315681
70,12,car-30,1568,581,390.3749205093523,245.49511616946145
70,12,car-29,1464,572,346.47364405667867,236.4963324792162
70,12,truck-13,6,514,90.47765134610563,262.6808879932895
70,12,car-10,740,578,168.43052004187572,227.88157083640536
70,12,car-9,693,569,159.90733064272305,228.99923809494857
70,12,car-8,1136,553,300.17438467533236,249.2320520695437
70,12,car-7,953,568,216.97895009536697,223.96204206825456
70,12,car-6,582,562,152.14768347278124,232.8365581853979
70,12,car-5,398,587,111.34213930179529,243.08833886819184
70,12,car-2,475,579,130.24668065394874,238.79729160316055
71,12,car-34,778,578,176.01568351466508,226.64277682832395
71,12,car-31,1758,589,417.12062509978404,254.08334922509624
71,12,car-30,1569,582,390.34695456984554,245.40469257782024
71,12,car-29,1462,571,346.393761810192,236.45320562307919
71,12,truck-13,3,514,89.88749259392077,262.21482274761416
71,12,car-10,739,577,168.18367737814714,227.73794828983517
71,12,car-9,694,569,159.88016424000537,228.9340346059488
71,12,car-8,1142,553,303.12976609670113,250.21931251055835
71,12,car-7,953,567,216.9722005672959,223.90306339804954
71,12,car-6,582,562,152.1661388149474,232.73135576933046
71,12,car-5,398,587,111.20991723961251,242.93309279354992
71,12,car-2,476,578,130.27484680655695,238.71043322225842
72,12,car-34,778,577,175.988930499455,226.34343790871353
72,12,car-31,1758,587,417.1042877368898,253.76385658633603
72,12,car-30,1568,582,390.076594846563,245.26836384191952
72,12,car-29,1460,570,346.2578409185466,236.47156709433972
72,12,truck-13,10,513,91.54900232314833,262.56449058822466
72,12,car-10,739,576,168.0608334904157,227.47973185042179
72,12,car-9,693,568,159.81674845230293,228.7709099811601
72,12,car-8,1151,550,307.46091444325344,251.03712229224053
72,12,car-7,954,567,216.88797441078412,223.7389438203345
72,12,car-6,583,562,152.09883170119025,232.50485989386812
72,12,car-5,398,586,111.07308735256638,242.72633536857055
72,12,car-2,476,578,130.3683530323708,238.64991474444227
73,12,car-34,778,577,175.87523165966118,226.16083410062146
73,12,car-31,1758,586,417.0845828957907,253.51712201883976
73,12,car-30,1568,582,389.8701058971039,245.09830220562708
73,12,car-29,1457,570,346.1581451770834,236.3658258421713
73,12,truck-13,13,512,92.31323805174347,262.70633581263314
73,12,car-10,740,575,168.0335014823125,227.255428881919
73,12,car-9,693,567,159.73830967034868,228.51063430253947
73,12,car-8,1155,547,310.60293156566377,251.61173317765403
73,12,car-7,954,567,216.7920496574876,223.59868976625143
73,12,car-6,584,562,151.9410411941086,232.29159915832656
73,12,car-5,399,586,111.02781569037076,242.51875878837356
73,12,car-2,476,577,130.32985673606316,238.59671158778335
74,12,car-34,778,576,175.8051111243784,225.86928178657192
74,12,car-31,1759,585,417.06006053076084,253.42106538259586
74,12,car-30,1568,582,389.6856598721101,244.94147483517935
74,12,car-29,1454,569,346.1138115847778,236.34545490089624
74,12,truck-13,14,510,92.5458625351144,262.7309346599921
74,12,car-10,740,574,168.0754999640172,226.95922233488588
74,12,car-9,693,565,159.66715821300508,228.22330525053331
74,12,car-8,1161,544,313.9799320277293,252.5366807047501
74,12,car-7,954,567,216.66778115158058,223.50457686848463
74,12,car-6,584,562,150.4741923382778,232.55749247203812
74,12,car-5,399,585,111.00892238375617,242.3255673700448
74,12,car-2,474,576,130.17704787133502,238.46715386233384
75,12,car-34,778,575,175.81023665450522,225.6643753219444
75,12,car-31,1759,585,417.0504427621216,253.20743831235148
75,12,car-30,1567,582,389.52678106690485,244.77583473422297
75,12,car-29,1454,569,346.64452286612436,236.2686720141126
75,12,truck-13,14,509,92.74220976879408,262.638729056235
75,12,car-10,741,574,168.1645098638837,226.73448836086547
75,12,car-9,692,564,159.650256944422,228.05425047264075
75,12,car-8,1165,541,317.669666537908,253.73367075564238
75,12,car-7,954,567,216.58216252866407,223.53357357493618
75,12,car-6,585,561,150.8095840825177,232.07948442953165
75,12,car-5,399,584,111.01025894143021,242.0913232643213
75,12,car-2,473,575,130.10425147074966,238.3026775435171
76,12,car-34,778,574,175.8638956364734,225.37824040171895
76,12,car-31,1759,583,417.03817591984443,252.9373637345615
76,12,car-30,1566,582,389.418539892586,244.5129761667217
76,12,car-29,1462,572,347.34566787852145,236.5611422840888
76,12,truck-13,12,508,92.77673877303272,262.47157461470533
76,12,car-10,741,572,168.14523399831637,226.40967460237496
76,12,car-9,692,563,159.6573995818262,227.8083601923236
76,12,car-8,1180,538,323.795600248197,255.35460076407284
76,12,car-7,954,567,216.66125797951395,223.51212790890273
76,12,car-6,585,561,151.05589475554638,231.80436528523165
76,12,car-5,399,583,110.93747852603414,241.8573368972699
76,12,car-2,472,573,130.16918467619237,238.1685417120014
77,12,car-35,1088,571,249.30149359051998,223.85639934641569
77,12,car-31,1759,582,417.03660155765743,252.72736660019166
77,12,car-30,1565,582,389.32763034764434,244.2631042591941
77,12,car-29,1468,571,347.64616241498925,236.54725780916309
77,12,truck-13,12,508,92.84143322545695,262.3517702722579
77,12,car-10,740,572,168.07124648375222,226.25742699872077
77,12,car-9,692,563,159.6783912102648,227.66250848014167
77,12,car-8,1192,538,328.9194422095783,256.6534238857702
77,12,car-7,954,567,216.73952732008456,223.4312119452619
77,12,car-6,585,561,151.19703027365952,231.62034235299245
77,12,car-5,399,581,110.90337726079467,241.69885878618754
77,12,car-2,471,572,130.1490237014292,238.10026853831894
78,11,car-35,1089,572,249.54170601685772,223.8493795242858
78,11,car-31,1759,581,417.0308527924705,252.67473358665745
78,11,car-30,1564,582,389.1218272566045,244.0308906643201
78,11,truck-13,11,508,92.63303415259111,262.3467339597758
78,11,car-10,740,571,167.94181867684662,226.1393207949964
78,11,car-9,692,563,159.70259940675504,227.57917692255387
78,11,car-8,1203,541,334.4880413693285,258.2909821181144
78,11,car-7,954,567,216.77599083350106,223.33970455618575
78,11,car-6,584,560,151.21112969909686,231.46994953486046
78,11,car-5,399,580,110.94881862875722,241.5917603339408
78,11,car-2,470,571,130.16115147858625,237.9839384307433
79,11,car-35,1088,572,249.70939599873995,223.75862734210597
79,11,car-31,1759,580,417.01997366650806,252.5523259842965
79,11,car-30,1564,582,388.8783989415608,243.91717235169574
79,11,truck-13,10,507,92.29273234015143,262.28236352867293
79,11,car-10,740,571,167.84629529773028,226.01348633844594
79,11,car-9,692,562,159.73359058483783,227.46765501746845
79,11,car-8,1206,542,339.7218957097526,259.55395663068407
79,11,car-7,954,567,216.84565947535214,223.20872617862008
79,11,car-6,584,560,151.14145858727656,231.3350327798674
79,11,car-5,399,579,110.90882957984961,241.57613191734532
79,11,car-2,469,570,130.15305114075005,237.89330147936565
80,12,truck-38,-5,509,90.63156987936419,260.5698692946098
80,12,car-35,1086,571,249.9724847825202,223.7093225546161
80,12,car-31,1758,580,417.0939243081852,252.40146913010122
80,12,car-30,1567,579,388.3304017553499,243.23110472387972
80,12,truck-13,9,507,91.90475958653028,262.2452929277691
80,12,car-10,740,570,167.78526096584142,225.72597861288435
80,12,car-9,691,561,159.80167801248066,227.21465121514134
80,12,car-8,1219,546,348.4918613306395,261.54075199407714
80,12,car-7,954,566,216.91628681279425,223.06433430653223
80,12,car-6,583,558,151.22312131762726,231.03054093153023
80,12,car-5,399,576,110.96992675468093,241.3705720544656
80,12,car-2,469,569,130.11555317009964,237.61526928385996
81,11,truck-38,-4,508,90.65110910136428,260.425971827359
81,11,car-31,1758,579,417.13653274042963,252.35927101313274
81,11,car-30,1575,578,388.3808457619132,242.68401087140515
81,11,truck-13,9,506,91.79391684821331,262.31278953824875
81,11,car-10,740,570,167.78510526727422,225.48289155685617
81,11,car-9,691,560,159.89307399404007,227.01923719291412
81,11,car-8,1231,541,357.3206162678765,262.3239005012033
81,11,car-7,954,566,217.043975949359,222.94857740335138
81,11,car-6,583,556,151.439364030592,230.81100793359766
81,11,car-5,399,574,111.0044620605585,241.28737744895062
81,11,car-2,469,568,130.12735487887363,237.41797416430362
82,11,truck-38,-4,507,90.66266593171247,260.2632699477085
82,11,car-31,1756,580,416.74490941549044,253.15904761368677
82,11,car-30,1600,575,390.8836231102702,242.25418443974175
82,11,truck-13,9,505,91.57485401729676,262.4104267519989
82,11,car-10,740,569,167.80426309504182,225.2475467363421
82,11,car-9,691,560,159.93837165981478,226.80966506765236
82,11,car-8,1240,536,364.45743080826804,262.77087900850273
82,11,car-7,955,566,217.1264417103203,222.8755481705602
82,11,car-6,582,555,151.5640504645647,230.67300646790252
82,11,car-5,398,573,110.93305749671468,241.2744115594903
82,11,car-2,469,567,130.13170895881558,237.27863110292523
83,12,car-39,777,569,176.18355191015246,224.41336563920325
83,12,truck-38,-4,506,90.73421930719395,260.00090084125696
83,12,car-31,1757,578,416.88523337172654,252.60326066510896
83,12,car-30,1615,574,391.25941062941195,242.02853991617567
83,12,truck-13,10,504,91.56459603896565,262.34154927368587
83,12,car-10,739,568,167.78099833380912,225.01132676523903
83,12,car-9,690,559,159.9597611308063,226.64895883425137
83,12,car-8,1253,534,372.989421304964,264.1397057236772
83,12,car-7,955,565,217.14513251447812,222.73487898799792
83,12,car-6,581,553,151.65814450655887,230.56129726612716
83,12,car-5,398,572,110.93304563412188,241.26873802065512
83,12,car-2,469,566,130.1758302447724,237.13985374320862
84,10,car-39,776,568,176.19209640688877,224.00894881541598
84,10,truck-38,-5,504,91.14839586869752,259.62235025936565
84,10,car-31,1731,574,414.20932329839195,252.54183671555344
84,10,truck-13,11,502,91.77794202062938,262.2805280246244
84,10,car-10,739,567,167.8367784511822,224.70376564205307
84,10,car-8,1283,541,386.87623918938317,268.4535793730435
84,10,car-7,955,564,217.16358523388587,222.5206130328358
84,10,car-6,581,552,151.82632945807734,230.39523152864535
84,10,car-5,398,570,111.01424248094234,241.10491713996166
84,10,car-2,470,565,130.39659044492825,236.87987483868085
85,10,car-39,776,567,176.28626743879184,223.83194081713697
85,10,truck-38,-5,503,91.43653087504498,259.3600692675597
85,10,car-31,1745,575,416.199101829141,252.616783471989
85,10,truck-13,11,501,91.67342563394325,262.22136544813833
85,10,car-10,738,566,167.85521545364415,224.50462856504183
85,10,car-8,1301,542,398.7335611314457,272.11159736638405
85,10,car-7,956,563,217.21344089055992,222.30383066390377
85,10,car-6,582,551,151.9711866616404,230.29168321835962
85,10,car-5,398,569,111.08213107581183,240.9645464045644
85,10,car-2,471,564,130.57939292917587,236.74599323871902
86,9,car-39,776,566,176.37845368264766,223.65935303304926
86,9,truck-38,-6,502,91.65279404359882,259.13700307478564
86,9,truck-13,11,499,91.65041758778885,262.04295352915204
86,9,car-10,738,565,167.92519279195278,224.26390162415504
86,9,car-8,1311,542,408.4520390726394,276.1031125214121
86,9,car-7,957,562,217.4148143102736,222.11767982487487
86,9,car-6,582,550,151.99162572814495,230.18404071837938
86,9,car-5,399,568,111.22552056758686,240.87192796245094
86,9,car-2,472,564,130.62093653919385,236.67723312495863
87,9,car-39,776,564,176.4976921194174,223.5241445683215
87,9,truck-38,-6,501,91.77139184778264,258.84776393368577
87,9,truck-13,10,498,91.84301832228766,261.84913113557417
87,9,car-10,738,564,167.94780107428568,224.08739496109473
87,9,car-8,1317,541,414.67413920361975,279.36288412412966
87,9,car-7,957,562,217.63657809424373,221.98555893202604
87,9,car-6,581,549,151.89569745944928,230.10827390238742
87,9,car-5,399,567,111.28739950083937,240.80012188716387
87,9,car-2,472,563,130.5123272910438,236.5877966738032
88,8,car-39,776,563,176.62719182098272,223.41846923870384
88,8,truck-38,-6,499,91.75670671114204,258.53791778264025
88,8,truck-13,9,496,91.74954745933678,261.4167383220362
88,8,car-10,738,563,168.0398090682481,223.96435233090548
88,8,car-8,1335,548,419.15793476219676,285.06843369936394
88,8,car-6,581,548,151.83664672651977,229.993604152846
88,8,car-5,399,566,111.43268089001117,240.70388457958578
88,8,car-2,470,563,130.28489187236366,236.4452113641078
89,8,car-39,776,563,176.67793232540745,223.3610709689939
89,8,truck-38,-5,498,91.7075834176973,258.2667296434275
89,8,truck-13,8,495,91.64666022124607,261.05991341096427
89,8,car-10,738,562,168.15899724230025,223.9274800177999
89,8,car-8,1348,552,420.81619370400915,290.79454019047915
89,8,car-6,581,547,151.83470109303087,229.91054219954188
89,8,car-5,399,565,111.52909874705996,240.6413398399471
89,8,car-2,469,563,130.15953114325865,236.3596882706815
90,8,car-39,775,562,176.7062639745865,223.3671441277607
90,8,truck-38,-5,497,91.60349916492541,258.07996097858353
90,8,truck-13,6,494,91.35832428517452,260.6901872792822
90,8,car-10,738,561,168.2994891902859,223.9171432812478
90,8,car-8,1362,548,421.70923578971303,295.0436013469397
90,8,car-6,581,547,151.89308838392952,229.88510815899951
90,8,car-5,400,564,111.69850007217615,240.6140208145109
90,8,car-2,468,562,130.10515474005658,236.31685449971104
91,8,car-39,775,562,176.68006063172734,223.30809126705057
91,8,truck-38,-5,497,91.47583840162545,257.9292044999994
91,8,truck-13,5,494,90.79936869989484,260.3743820752756
91,8,car-10,738,561,168.33212838104285,223.8931135672865
91,8,car-8,1381,542,421.76465733158545,298.2653613559179
91,8,car-6,580,546,151.90762142705236,229.8466846755659
91,8,car-5,400,563,111.73244358883301,240.570072825167
91,8,car-2,467,558,130.26996393073512,235.78651903765314
92,8,car-39,775,562,176.67639304992917,223.16892778709325
92,8,truck-38,-5,495,91.56405345389598,257.62547013412143
92,8,truck-13,4,494,90.31674924347925,260.1776986526519
92,8,car-10,738,560,168.3348314148773,223.7785428663429
92,8,car-8,1422,552,424.66888320717584,304.54730541092914
92,8,car-6,580,545,151.92907990058052,229.6985255765592
92,8,car-5,400,562,111.73564219648571,240.43680705835723
92,8,car-2,466,556,130.49401967139636,235.58032671494857
93,7,car-39,775,561,176.66382349682954,223.00926103256106
93,7,truck-38,-5,494,91.63947669466921,257.4366029525873
93,7,car-10,738,560,168.33135980486614,223.66879746957846
93,7,car-8,1449,528,425.60418868101345,304.7544980568614
93,7,car-6,579,543,151.9071407375382,229.58626808345932
93,7,car-5,400,560,111.78851927379647,240.34249103228393
93,7,car-2,466,556,130.63495236635907,235.48882199873964
94,7,car-39,775,560,176.65957511913163,222.88734257085912
94,7,truck-38,-4,493,91.71038193915213,257.2053907470496
94,7,car-10,738,559,168.3239041397313,223.57316306769744
94,7,car-8,1471,511,425.245840214053,305.9331749080139
94,7,car-6,579,542,151.89578927171743,229.49239859536763
94,7,car-5,400,559,111.75420751845708,240.267669430548
94,7,car-2,466,555,130.80750818918648,235.4398225171812
95,8,truck-46,951,542,220.34757545183447,221.11468019852137
95,8,car-39,774,560,176.6082850976789,222.76999157403296
95,8,truck-38,-5,493,91.74457568734411,257.10369859166923
95,8,car-10,738,559,168.42739361070616,223.44985919393355
95,8,car-8,1493,519,424.5209826239267,310.96029608558945
95,8,car-6,579,541,151.9255836886323,229.37710064531726
95,8,car-5,400,559,111.67160866150857,240.23261548415496
95,8,car-2,465,555,130.92109667427582,235.39194893457338
96,8,truck-46,952,541,220.58688976055842,221.17296565045385
96,8,car-39,774,559,176.5415615896067,222.58571110317277
96,8,truck-38,-4,492,91.80382499285847,256.85741451023637
96,8,car-10,738,558,168.4174127769961,223.22401821765516
96,8,car-8,1549,503,426.24511897767036,309.4554426421445
96,8,car-6,578,539,151.972172339627,229.1674286617512
96,8,car-5,399,559,111.52055459792606,240.18673895909296
96,8,car-2,465,555,130.97158234352094,235.27829496651322
97,7,truck-47,1007,532,240.0581509722568,224.05624317132055
97,7,truck-46,952,541,220.6752319218885,221.22856666555236
97,7,truck-38,-4,492,91.65643193916718,256.66163423231114
97,7,car-8,1604,493,427.4609393726091,309.2444150520229
97,7,car-6,578,537,152.03867808898156,229.00711135167833
97,7,car-5,399,558,111.36811088051195,240.09715127752582
97,7,car-2,466,555,130.9558588472482,235.14743357072535
98,9,car-48,1449,544,347.6105213426134,232.53430213655375
98,9,truck-47,1004,531,240.89664690617775,224.1461176718868
98,9,truck-46,953,540,220.6992431215412,221.2095977569052
98,9,truck-38,-3,491,91.53100847925265,256.3182989831336
98,9,truck-13,15,456,91.28049700092339,255.12417460528792
98,9,car-8,1667,490,429.18342701406743,309.34728428568053
98,9,car-6,578,536,152.0301710777689,228.8862453463817
98,9,car-5,398,558,111.032366421035,239.98969483756537
98,9,car-2,467,555,131.02219713554547,235.05410986332927
99,9,car-49,1581,550,386.1931327562023,241.2198677758038
99,9,car-48,1448,546,347.5625083920034,232.60817081903005
99,9,truck-47,1003,530,241.40853414488424,224.21095058745
99,9,truck-46,953,540,220.80113727832142,221.18808557577066
99,9,truck-38,0,490,91.51576495548889,255.957520962181
99,9,car-8,1721,505,429.68759807271374,315.3975903915121
99,9,car-6,579,535,151.94680043693606,228.79915528110914
99,9,car-5,398,558,110.83774750473273,239.87698888641654
99,9,car-2,468,555,131.03081209255828,234.95030590668958
100,8,car-49,1577,550,387.26070633008646,240.90105696375406
100,8,car-48,1449,546,347.7240762372733,232.35674518561547
100,8,truck-47,1003,529,242.24034977735465,224.23688656689373
100,8,truck-46,953,539,220.9192335833754,221.13021183750377
100,8,truck-38,10,490,94.07254232629538,255.16056314483868
100,8,car-6,579,534,151.6390840947147,228.68448290199726
100,8,car-5,398,557,110.60887921925578,239.81069983186816
100,8,car-2,470,554,130.9923513798034,234.83276280801837
101,8,car-49,1574,550,387.6060270030587,240.66977034230635
101,8,car-48,1449,546,347.7683831766825,232.12408699217062
101,8,truck-47,1004,529,242.90291835382638,224.15435686751772
101,8,truck-46,953,539,221.1009737850554,221.1356499840248
101,8,truck-38,13,490,95.17564151435812,254.6892378680092
101,8,car-6,578,533,151.36048944877538,228.59484756024426
101,8,car-5,398,557,110.44435041691501,239.78504117909478
101,8,car-2,471,554,130.86739633501398,234.69770326329896
102,10,car-50,1749,565,418.01145652969115,251.39101271918796
102,10,car-49,1572,551,387.7036089897327,240.459924439438
102,10,car-48,1449,546,347.7053843916888,231.89431581417824
102,10,truck-47,1014,529,244.82542113516456,223.81189977889278
102,10,truck-46,953,539,221.30811063345578,221.1836806057507
102,10,truck-38,15,489,95.56039643586536,254.3121079047613
102,10,truck-13,28,455,93.16416247587759,255.00184742890917
102,10,car-6,579,532,151.1504779420231,228.52309311607246
102,10,car-5,399,557,110.41456165342225,239.80182905428717
102,10,car-2,472,554,130.79483750577347,234.62266272921184
103,10,car-50,1748,563,417.9081606220807,251.3934603752708
103,10,car-49,1570,551,387.6011481640782,240.22521508417455
103,10,car-48,1449,547,347.61029382756664,231.72956314129019
103,10,truck-47,1018,528,245.4355561141803,223.63598123110037
103,10,truck-46,953,538,221.38623846880324,221.25481969737112
103,10,truck-38,15,489,95.7395397235416,253.99134182160427
103,10,truck-13,29,455,93.42780201901299,254.8511520732153
103,10,car-6,579,532,150.92045489147796,228.45493262128642
103,10,car-5,399,556,110.31229234028166,239.75794780486441
103,10,car-2,473,554,130.74764956393994,234.5461508298912
104,11,car-52,1388,554,315.9601345997663,226.629561234168
104,11,car-50,1748,561,417.78307796139825,251.35280739319884
104,11,car-49,1568,550,387.4700259505486,240.0086648686754
104,11,car-48,1450,547,347.5742915973367,231.46352479003104
104,11,truck-47,1020,528,245.57056938460363,223.53417595103286
104,11,truck-46,953,537,221.5393905701109,221.15966596632325
104,11,truck-38,16,489,95.80095167147721,253.6617192692357
104,11,truck-13,32,456,93.68262681452458,254.6529931396546
104,11,car-6,578,532,150.6834122138037,228.36023331045135
104,11,car-5,398,555,110.19317749564635,239.63698008631405
104,11,car-2,472,554,130.55122483578316,234.402838841816
105,11,car-52,1387,552,315.8977948781628,226.41060947351988
105,11,car-50,1747,560,417.5670675060462,251.34117116956168
105,11,car-49,1567,550,387.49103192406534,239.8599722335302
105,11,car-48,1452,548,347.4872728988812,231.23374346105774
105,11,truck-47,1021,528,245.66934710698212,223.5873757127707
105,11,truck-46,952,535,221.67442727048027,221.08064136970523
105,11,truck-38,17,489,95.79078724350637,253.4326374954566
105,11,truck-13,34,456,93.79588919085631,254.49184058015373
105,11,car-6,578,531,150.47011677814146,228.28071921725336
105,11,car-5,398,555,110.12276002715254,239.5417968371079
105,11,car-2,472,554,130.4159925832052,234.25275359494216
106,12,person-53,1,507,19.428451011590795,264.789733444323
106,12,car-52,1386,552,315.85974417940804,226.37618583139883
106,12,car-50,1747,559,417.3907561650631,251.2888244985164
106,12,car-49,1566,549,387.6256196393902,239.7180874453014
106,12,car-48,1453,548,347.40967621986084,231.0754887773733
106,12,truck-47,1022,527,245.80989231404473,223.62354698605066
106,12,truck-46,953,535,221.83587791306434,220.96395243150647
106,12,truck-38,18,489,95.71950787311187,253.2337652516901
106,12,truck-13,37,456,94.04201196090494,254.30260932410377
106,12,car-6,578,531,150.27213247936717,228.21643643700102
106,12,car-5,398,554,109.9559655569559,239.41863825165223
106,12,car-2,473,554,130.30101808624093,234.0790358034905
107,12,person-53,0,510,19.653598422430022,264.3142097107249
107,12,car-52,1386,552,315.8240976397088,226.33887942340039
107,12,car-50,1748,559,417.23937644988496,251.2770174176361
107,12,car-49,1565,549,387.74512000820033,239.60726039239285
107,12,car-48,1454,549,347.33684118319064,230.9163829754918
107,12,truck-47,1024,526,246.1084626580668,223.73235312079282
107,12,truck-46,953,534,221.9399276341738,220.8168569772372
107,12,truck-38,20,489,95.63040845627683,253.15717116163006
107,12,truck-13,39,456,93.99415445306188,254.25370090686044
107,12,car-6,578,531,150.069257299623,228.14927654305748
107,12,car-5,397,554,109.83764076835276,239.3212478349436
107,12,car-2,473,554,130.17393072979183,233.91473081920384
108,12,person-53,-5,534,15.384024074948783,263.0994028967539
108,12,car-52,1386,551,315.85465325406966,226.23209280894403
108,12,car-50,1750,557,417.45875436363025,250.0297568328089
108,12,car-49,1565,549,387.5596889813571,239.52060591540345
108,12,car-48,1454,549,347.1240904296312,230.71235716666916
108,12,truck-47,1024,525,246.69583321263636,224.10732034968973
108,12,truck-46,954,534,222.03278813095892,220.6347739436926
108,12,truck-38,21,488,95.58475433267802,253.3214801672599
108,12,truck-13,37,457,93.36911286358182,254.29771054127633
108,12,car-6,579,531,149.97662756874038,227.95615714593296
108,12,car-5,397,553,109.59896740843222,239.28375649720562
108,12,car-2,474,553,130.0662632933419,233.68150298509036
109,12,person-53,-4,547,13.278119692144013,262.7412192226833
109,12,car-52,1386,550,315.8632328796034,226.19042469410212
109,12,car-50,1751,556,417.49854539279846,249.42668249846895
109,12,car-49,1565,548,387.4775396721539,239.45933394530076
109,12,car-48,1455,550,347.01347973669965,230.5727391410309
109,12,truck-47,1026,524,247.2665883551889,224.3744059319647
109,12,truck-46,954,534,221.9203900694215,220.48070493931647
109,12,truck-38,22,488,95.53659932901022,253.43478480779206
109,12,truck-13,37,457,93.28541560038923,254.26082241411328
109,12,car-6,582,532,149.48265514689692,228.05588775122862
109,12,car-5,396,552,109.50207556118806,239.31494779287584
109,12,car-2,474,553,129.9417663818144,233.50239315930895
110,12,person-53,-3,554,12.270587260478134,262.5875593663825
110,12,car-52,1386,550,315.8516385979484,226.1451792372197
110,12,car-50,1752,556,417.4801759468708,249.09974742750364
110,12,car-49,1564,548,387.42393822247544,239.39145568559772
110,12,car-48,1455,549,346.81462683593276,230.40613781423497
110,12,truck-47,1027,523,247.84943215343725,224.59858823983504
110,12,truck-46,954,534,221.67923922192324,220.38740287529544
110,12,truck-38,23,487,95.34160302612088,253.55740173344304
110,12,truck-13,38,457,93.29923245477045,254.20186606273356
110,12,car-6,585,532,149.13104391098955,228.01128177875358
110,12,car-5,397,551,109.51062994055394,239.33793684216602
110,12,car-2,475,552,129.88568471803666,233.27763770538698
111,13,car-55,1027,530,248.48444312373607,226.95880409705126
111,13,person-53,-1,558,11.74418086814596,262.17588868234975
111,13,car-52,1385,550,315.79657542635124,226.05905635670254
111,13,car-50,1753,557,417.43579129351497,248.91993794193962
111,13,car-49,1564,548,387.3083415679021,239.36740899347635
111,13,car-48,1455,549,346.57804426994244,230.29167871822543
111,13,truck-47,1028,522,248.61028652691473,224.8505159425066
111,13,truck-46,954,534,221.5657210970637,220.2989657618649
111,13,truck-38,25,487,95.1358308277899,253.64565643370213
111,13,truck-13,28,471,89.45480597491924,255.5196894501576
111,13,car-6,586,532,148.84954623828327,227.92517110262844
111,13,car-5,397,551,109.45990971991225,239.35935716904973
111,13,car-2,476,552,129.8543265571948,233.0829667371016
112,10,car-50,1753,557,417.40863012844767,248.7743247265519
112,10,car-49,1563,547,387.2704932501784,239.30458127613582
112,10,car-48,1455,549,346.37900861884214,230.1176407814029
112,10,truck-47,1028,520,249.38276427929145,225.12559966930803
112,10,truck-46,954,534,221.59390489980527,220.20361921571018
112,10,truck-38,25,487,94.95732648631765,253.77095480075366
112,10,truck-13,35,464,91.19902696216616,254.52197672713038
112,10,car-6,585,531,149.0416831909578,227.5681670256941
112,10,car-5,396,550,109.34275622110964,239.33536808780536
112,10,car-2,476,552,129.79664436713156,232.83947326475828
113,9,car-50,1754,557,417.42791208551176,248.6778171114152
